Movie_Rank,Movie_Title,Movie_Description,Movie_Release_Year,Movie_Review_Rating,Movie_Rating_Count,Movie_Content_Rating,Movie_Genres,Movie_Runtime_Duration,Movie_Runtime_Duration_Minutes,Movie_Link,Movie_Title_Number,Movie_Image_URL
65,Paths of Glory,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,N/A,8.4,228140,Approved,"Drama, War",PT1H28M,88,https://www.imdb.com/title/tt0050825/,tt0050825,https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@._V1_.jpg
66,The Shining,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",N/A,8.4,1176085,R,"Drama, Horror",PT2H26M,146,https://www.imdb.com/title/tt0081505/,tt0081505,https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_.jpg
67,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel&apos;s regime.,N/A,8.4,250509,G,"Comedy, Drama, War",PT2H5M,125,https://www.imdb.com/title/tt0032553/,tt0032553,https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_.jpg
68,12th Fail,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,N/A,8.7,152172,N/A,"Biography, Drama",PT2H27M,147,https://www.imdb.com/title/tt23849204/,tt23849204,https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_.jpg
69,Inglourious Basterds,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner&apos;s vengeful plans for the same.",N/A,8.4,1699902,R,"Adventure, Drama, War",PT2H33M,153,https://www.imdb.com/title/tt0361748/,tt0361748,https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_.jpg
70,Aliens,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",N/A,8.4,814014,R,"Action, Adventure, Horror",PT2H17M,137,https://www.imdb.com/title/tt0090605/,tt0090605,https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_.jpg
71,The Dark Knight Rises,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",N/A,8.4,1927074,PG-13,"Action, Crime, Drama",PT2H44M,164,https://www.imdb.com/title/tt1345836/,tt1345836,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg
72,Coco,"Aspiring musician Miguel, confronted with his family&apos;s ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",N/A,8.4,659531,PG,"Animation, Adventure, Drama",PT1H45M,105,https://www.imdb.com/title/tt2380307/,tt2380307,https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_.jpg
73,Amadeus,"The life and work of Wolfgang Amadeus Mozart seen through the eyes of his contemporary and rival, Antonio Salieri.",N/A,8.4,451801,PG,"Biography, Drama, Music",PT2H40M,160,https://www.imdb.com/title/tt0086879/,tt0086879,https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_.jpg
74,Avengers: Endgame,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos&apos; actions and restore balance to the universe.",N/A,8.4,1373664,PG-13,"Action, Adventure, Sci-Fi",PT3H1M,181,https://www.imdb.com/title/tt4154796/,tt4154796,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg
75,Toy Story,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy&apos;s bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.",N/A,8.3,1131501,G,"Animation, Adventure, Comedy",PT1H21M,81,https://www.imdb.com/title/tt0114709/,tt0114709,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_.jpg
76,Good Will Hunting,"A therapist counsels Will Hunting, a janitor with a genius IQ.",N/A,8.3,1148696,R,"Drama, Romance",PT2H6M,126,https://www.imdb.com/title/tt0119217/,tt0119217,https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_.jpg
77,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",N/A,8.3,540804,PG,"Comedy, War",PT1H35M,95,https://www.imdb.com/title/tt0057012/,tt0057012,https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_.jpg
78,Oldeuboi,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",N/A,8.3,686256,R,"Action, Drama, Mystery",PT2H,120,https://www.imdb.com/title/tt0364569/,tt0364569,https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_.jpg
79,Das Boot,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,N/A,8.4,280784,N/A,"Drama, War",PT2H29M,149,https://www.imdb.com/title/tt0082096/,tt0082096,https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_.jpg
80,Tengoku to jigoku,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur&apos;s son is kidnapped by mistake and held for ransom.,N/A,8.4,61961,Not Rated,"Crime, Drama, Mystery",PT2H23M,143,https://www.imdb.com/title/tt0057565/,tt0057565,https://m.media-amazon.com/images/M/MV5BMGJiNzllYjktODAzNS00OGUzLTlmY2MtMjA2ZTZhYTY1OTc4XkEyXkFqcGc@._V1_.jpg
81,Braveheart,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,N/A,8.3,1135561,R,"Biography, Drama, War",PT2H58M,178,https://www.imdb.com/title/tt0112573/,tt0112573,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_.jpg
82,American Beauty,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter&apos;s best friend.,N/A,8.3,1255056,R,Drama,PT2H2M,122,https://www.imdb.com/title/tt0169547/,tt0169547,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_.jpg
83,Mononoke-hime,"While seeking to cure himself of a curse, young warrior Ashitaka stumbles into a conflict between the people of Iron Town and Princess Mononoke, a girl raised by wolves, who will stop at nothing to prevent the destruction of her h...",N/A,8.3,464526,PG-13,"Animation, Adventure, Fantasy",PT2H13M,133,https://www.imdb.com/title/tt0119698/,tt0119698,https://m.media-amazon.com/images/M/MV5BNjAzODViNGEtMjBkYi00N2U5LWJjNjAtY2U0MGJhZTEwOTU0XkEyXkFqcGc@._V1_.jpg
84,Kimi no na wa.,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",N/A,8.4,363788,N/A,"Animation, Drama, Fantasy",PT1H46M,106,https://www.imdb.com/title/tt5311514/,tt5311514,https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_.jpg
85,3 Idiots,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them &quot;idiots&quot;.",N/A,8.4,463401,PG-13,"Comedy, Drama",PT2H50M,170,https://www.imdb.com/title/tt1187043/,tt1187043,https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_.jpg
86,Joker,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",N/A,8.3,1624956,R,"Crime, Drama, Thriller",PT2H2M,122,https://www.imdb.com/title/tt7286456/,tt7286456,https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_.jpg
87,Capharnaüm,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",N/A,8.4,117717,R,Drama,PT2H6M,126,https://www.imdb.com/title/tt8267604/,tt8267604,https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_.jpg
88,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",N/A,8.3,397952,R,"Crime, Drama",PT3H49M,229,https://www.imdb.com/title/tt0087843/,tt0087843,https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_.jpg
89,Singin&apos; in the Rain,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,N/A,8.3,274495,G,"Comedy, Musical, Romance",PT1H43M,103,https://www.imdb.com/title/tt0045152/,tt0045152,https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_.jpg
90,Idi i smotri,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",N/A,8.3,114348,Not Rated,"Drama, Thriller, War",PT2H22M,142,https://www.imdb.com/title/tt0091251/,tt0091251,https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_.jpg
91,Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,N/A,8.3,945276,NC-17,Drama,PT1H42M,102,https://www.imdb.com/title/tt0180093/,tt0180093,https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_.jpg
92,Star Wars: Episode VI - Return of the Jedi,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",N/A,8.3,1174156,PG,"Action, Adventure, Fantasy",PT2H11M,131,https://www.imdb.com/title/tt0086190/,tt0086190,https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_.jpg
93,Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it&apos;s up to Woody to convince the other toys that they weren&apos;t abandoned and to return home.",N/A,8.3,938422,G,"Animation, Adventure, Comedy",PT1H43M,103,https://www.imdb.com/title/tt0435761/,tt0435761,https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_.jpg
94,Jagten,"A teacher lives a lonely life, all the while struggling over his son&apos;s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent li...",N/A,8.3,391810,R,Drama,PT1H55M,115,https://www.imdb.com/title/tt2106476/,tt2106476,https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg
95,Ikiru,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,N/A,8.3,97780,Not Rated,Drama,PT2H23M,143,https://www.imdb.com/title/tt0044741/,tt0044741,https://m.media-amazon.com/images/M/MV5BZTk4OGEwNDQtOGI2MC00MTU2LTk0YTEtNmU5NTIxMWNkNDhlXkEyXkFqcGc@._V1_.jpg
96,Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",N/A,8.3,1144907,R,"Drama, Romance, Sci-Fi",PT1H48M,108,https://www.imdb.com/title/tt0338013/,tt0338013,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_.jpg
97,Incendies,Twins journey to the Middle East to discover their family history and fulfill their mother&apos;s last wishes.,N/A,8.3,232113,R,"Drama, Mystery, War",PT2H11M,131,https://www.imdb.com/title/tt1255953/,tt1255953,https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_.jpg
98,2001: A Space Odyssey,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",N/A,8.3,758730,G,"Adventure, Sci-Fi",PT2H29M,149,https://www.imdb.com/title/tt0062622/,tt0062622,https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_.jpg
99,The Apartment,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",N/A,8.3,210478,Approved,"Comedy, Drama, Romance",PT2H5M,125,https://www.imdb.com/title/tt0053604/,tt0053604,https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_.jpg
100,Lawrence of Arabia,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",N/A,8.3,331462,PG,"Adventure, Biography, Drama",PT3H47M,227,https://www.imdb.com/title/tt0056172/,tt0056172,https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_.jpg
101,Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",N/A,8.3,1139809,R,"Crime, Thriller",PT1H39M,99,https://www.imdb.com/title/tt0105236/,tt0105236,https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_.jpg
102,Scarface,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",N/A,8.3,975301,R,"Crime, Drama",PT2H50M,170,https://www.imdb.com/title/tt0086250/,tt0086250,https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_.jpg
103,Heat,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,N/A,8.3,766049,R,"Action, Crime, Drama",PT2H50M,170,https://www.imdb.com/title/tt0113277/,tt0113277,https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_.jpg
104,Double Indemnity,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",N/A,8.3,176089,Approved,"Crime, Drama, Film-Noir",PT1H47M,107,https://www.imdb.com/title/tt0036775/,tt0036775,https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_.jpg
105,North by Northwest,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",N/A,8.3,362400,Approved,"Adventure, Drama, Mystery",PT2H16M,136,https://www.imdb.com/title/tt0053125/,tt0053125,https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_.jpg
106,Up,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",N/A,8.3,1191440,PG,"Animation, Adventure, Comedy",PT1H36M,96,https://www.imdb.com/title/tt1049413/,tt1049413,https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg
107,Citizen Kane,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: &apos;Rosebud.&apos;",N/A,8.3,484272,PG,"Drama, Mystery",PT1H59M,119,https://www.imdb.com/title/tt0033467/,tt0033467,https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_.jpg
108,M - Eine Stadt sucht einen Mörder,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",N/A,8.3,178316,Passed,"Crime, Mystery, Thriller",PT1H39M,99,https://www.imdb.com/title/tt0022100/,tt0022100,https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg
109,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,N/A,8.2,827653,R,"Drama, War",PT1H56M,116,https://www.imdb.com/title/tt0093058/,tt0093058,https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_.jpg
110,Vertigo,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",N/A,8.2,448109,PG,"Mystery, Romance, Thriller",PT2H8M,128,https://www.imdb.com/title/tt0052357/,tt0052357,https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_.jpg
111,Le fabuleux destin d&apos;Amélie Poulain,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",N/A,8.3,822353,R,"Comedy, Romance",PT2H2M,122,https://www.imdb.com/title/tt0211915/,tt0211915,https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_.jpg
112,Taare Zameen Par,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,N/A,8.3,221289,PG,"Drama, Family",PT2H42M,162,https://www.imdb.com/title/tt0986264/,tt0986264,https://m.media-amazon.com/images/M/MV5BNjVmMTlkNGYtYTM2OC00Yjc2LWIyYmQtMDY4ZmU1MWRlMjA3XkEyXkFqcGc@._V1_.jpg
113,Jodaeiye Nader az Simin,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer&apos;s disease.,N/A,8.3,271140,PG-13,Drama,PT2H3M,123,https://www.imdb.com/title/tt1832382/,tt1832382,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_.jpg
114,To Kill a Mockingbird,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,N/A,8.3,344990,Approved,"Crime, Drama",PT2H9M,129,https://www.imdb.com/title/tt0056592/,tt0056592,https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_.jpg
115,Die Hard,"A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",N/A,8.2,995749,R,"Action, Thriller",PT2H12M,132,https://www.imdb.com/title/tt0095016/,tt0095016,https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg
116,Indiana Jones and the Last Crusade,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",N/A,8.2,843534,PG-13,"Action, Adventure",PT2H7M,127,https://www.imdb.com/title/tt0097576/,tt0097576,https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg
117,The Sting,Two grifters team up to pull off the ultimate con.,N/A,8.2,292154,PG,"Comedy, Crime, Drama",PT2H9M,129,https://www.imdb.com/title/tt0070735/,tt0070735,https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg
118,A Clockwork Orange,Alex DeLarge and his droogs barbarize a decaying near-future.,N/A,8.2,916366,R,"Crime, Sci-Fi",PT2H16M,136,https://www.imdb.com/title/tt0066921/,tt0066921,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg
119,Hababam Sinifi: Sinifta Kaldi,A young and beautiful female teacher starts working in an all boys high school.,N/A,8.7,27435,N/A,Comedy,PT1H35M,95,https://www.imdb.com/title/tt0252488/,tt0252488,https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_.jpg
120,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city&apos;s mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",N/A,8.3,195886,Not Rated,"Drama, Sci-Fi",PT2H33M,153,https://www.imdb.com/title/tt0017136/,tt0017136,https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg
121,Oppenheimer,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",N/A,8.3,913205,R,"Biography, Drama, History",PT3H,180,https://www.imdb.com/title/tt15398776/,tt15398776,https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg
122,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",N/A,8.2,951651,R,"Comedy, Crime",PT1H42M,102,https://www.imdb.com/title/tt0208092/,tt0208092,https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg
123,1917,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",N/A,8.2,735821,R,"Action, Drama, War",PT1H59M,119,https://www.imdb.com/title/tt8579674/,tt8579674,https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg
124,L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",N/A,8.2,644890,R,"Crime, Drama, Mystery",PT2H18M,138,https://www.imdb.com/title/tt0119488/,tt0119488,https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg
125,Ladri di biciclette,"In post-war Italy, a working-class man&apos;s bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",N/A,8.2,186965,Not Rated,Drama,PT1H29M,89,https://www.imdb.com/title/tt0040522/,tt0040522,https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_.jpg
126,Der Untergang,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator&apos;s final days in his Berlin bunker at the end of WWII.",N/A,8.2,391029,R,"Biography, Drama, History",PT2H36M,156,https://www.imdb.com/title/tt0363163/,tt0363163,https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg
127,Dangal,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",N/A,8.3,229105,Not Rated,"Action, Biography, Drama",PT2H41M,161,https://www.imdb.com/title/tt5074352/,tt5074352,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg
128,The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",N/A,8.2,1702882,R,"Biography, Comedy, Crime",PT3H,180,https://www.imdb.com/title/tt0993846/,tt0993846,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg
129,Hamilton,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",N/A,8.3,130184,PG-13,"Biography, Drama, History",PT2H40M,160,https://www.imdb.com/title/tt8503618/,tt8503618,https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg
